Id,GroupId,NameEn,NameEnUC,Name,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10
1021,100,"Cheese, gjetost","CHEESE,GJETOST","Сыр, джетост",,,,,0,,6.38,4.27,8.79,3.87
1022,100,"Cheese, gouda","CHEESE,GOUDA","Сыр, гауда",,,Y,,0,,6.38,4.27,8.79,3.87
1023,100,"Cheese, gruyere","CHEESE,GRUYERE","Сыр, грюйер",,,Y,,0,,6.38,4.27,8.79,3.87
1024,100,"Cheese, limburger","CHEESE,LIMBURGER","Сыр, лимбургер",,,Y,,0,,6.38,4.27,8.79,3.87
1025,100,"Cheese, monterey","CHEESE,MONTEREY","Сыр, Монтерей",,,Y,,0,,6.38,4.27,8.79,3.87
1026,100,"Cheese, mozzarella, whole milk","CHEESE,MOZZARELLA,WHL MILK","Сыр, Моцарелла, цельное молоко",,,Y,,0,,6.38,4.27,8.79,3.87
1027,100,"Cheese, mozzarella, whole milk, low moisture","CHEESE,MOZZARELLA,WHL MILK,LO MOIST","Сыр, Моцарелла, цельное молоко, низкая влажность",,,Y,,0,,6.38,4.27,8.79,3.87
1028,100,"Cheese, mozzarella, part skim milk","CHEESE,MOZZARELLA,PART SKIM MILK","Сыр, Моцарелла, часть обезжиренного молока",,,Y,,0,,6.38,4.27,8.79,3.87
1029,100,"Cheese, mozzarella, low moisture, part-skim","CHEESE,MOZZARELLA,LO MOIST,PART-SKIM","Сыр, Моцарелла, низкая влажность, часть-обезжиренный",,,Y,,0,,,,,
1030,100,"Cheese, muenster","CHEESE,MUENSTER","Сыр, мюнстер",,,Y,,0,,6.38,4.27,8.79,3.87
1031,100,"Cheese, neufchatel","CHEESE,NEUFCHATEL","Сыр, neufchatel",,,,,0,,6.38,4.27,8.79,3.87
1032,100,"Cheese, parmesan, grated","CHEESE,PARMESAN,GRATED",Сыр пармезан тертый,,,Y,,0,,6.38,4.27,8.79,3.87
1033,100,"Cheese, parmesan, hard","CHEESE,PARMESAN,HARD",Сыр пармезан твердый,,,Y,,0,,6.38,4.27,8.79,3.87
1034,100,"Cheese, port de salut","CHEESE,PORT DE SALUT","Сыр, порт-де-салют",,,Y,,0,,6.38,4.27,8.79,3.87
1035,100,"Cheese, provolone","CHEESE,PROVOLONE","Сыр, provolone",,,Y,,0,,6.38,4.27,8.79,3.87
1036,100,"Cheese, ricotta, whole milk","CHEESE,RICOTTA,WHOLE MILK","Сыр, рикотта, цельное молоко",,,Y,,0,,6.38,4.27,8.79,3.87
1037,100,"Cheese, ricotta, part skim milk","CHEESE,RICOTTA,PART SKIM MILK","Сыр, рикотта, часть обезжиренного молока",,,Y,,0,,6.38,4.27,8.79,3.87
1038,100,"Cheese, romano","CHEESE,ROMANO","Сыр, Романо",,,Y,,0,,6.38,4.27,8.79,3.87
1039,100,"Cheese, roquefort","CHEESE,ROQUEFORT","Сыр, рокфор",,,,,0,,6.38,4.27,8.79,3.87
1040,100,"Cheese, swiss","CHEESE,SWISS",Сыр швейцарский,,,Y,,0,,6.38,4.27,8.79,3.87
1041,100,"Cheese, tilsit","CHEESE,TILSIT","Сыр, тильсит",,,,,0,,6.38,4.27,8.79,3.87
1042,100,"Cheese, pasteurized process, American, fortified with vitamin D","CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D","Сыр, пастеризованный процесс, американский, обогащенный витамином D",,,Y,,0,,6.38,4.27,8.79,3.87
1043,100,"Cheese, pasteurized process, pimento","CHEESE,PAST PROCESS,PIMENTO","Сыр, пастеризованный процесс, pimento",,,Y,,0,,6.38,4.27,8.79,3.87
1044,100,"Cheese, pasteurized process, swiss","CHEESE,PAST PROCESS,SWISS","Сыр, пастеризованный процесс, швейцарский",,,Y,,0,,6.38,4.27,8.79,3.87
1045,100,"Cheese food, cold pack, American","CHEESE FD,COLD PK,AMERICAN","Сырная еда, холодная упаковка, американская",,,,,0,,6.38,4.27,8.79,3.87
1046,100,"Cheese food, pasteurized process, American, vitamin D fortified","CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT","Сырная еда, пастеризованный процесс, американский, витамин D укрепленный",,,Y,,0,,6.38,4.27,8.79,3.87
1047,100,"Cheese food, pasteurized process, swiss","CHEESE FD,PAST PROCESS,SWISS","Сырная еда, пастеризованный процесс, швейцарский",,,,,0,,6.38,4.27,8.79,3.87
1048,100,"Cheese spread, pasteurized process, American","CHEESE SPRD,PAST PROCESS,AMERICAN","Сырный спред, пастеризованный процесс, американский",,,Y,,0,,6.38,4.27,8.79,3.87
1049,100,"Cream, fluid, half and half","CREAM,FLUID,HALF AND HALF","Крем, жидкий, наполовину и наполовину",,,Y,,0,,6.38,4.27,8.79,3.87
1050,100,"Cream, fluid, light (coffee cream or table cream)","CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)","Крем, жидкий, легкий (кофейный крем или настольный крем)",,,Y,,0,,6.38,4.27,8.79,3.87
1052,100,"Cream, fluid, light whipping","CREAM,FLUID,LT WHIPPING","Крем, жидкий, легкий для взбивания",,,Y,,0,,6.38,4.27,8.79,3.87
1053,100,"Cream, fluid, heavy whipping","CREAM,FLUID,HVY WHIPPING","Кремовый, жидкий, для тяжелой порки",,,Y,,0,,6.38,4.27,8.79,3.87
1054,100,"Cream, whipped, cream topping, pressurized","CREAM,WHIPPED,CRM TOPPING,PRESSURIZED","Сливки, взбитые, топпинг сливок под давлением",,,Y,,0,,6.38,4.27,8.79,3.87
1055,100,"Cream, sour, reduced fat, cultured","CREAM,SOUR,RED FAT,CULTURED",Сливки кислые с пониженным содержанием жира культивированные,,,Y,,0,,6.38,4.27,8.79,3.87
1056,100,"Cream, sour, cultured","CREAM,SOUR,CULTURED",Сливки кислые культивированные,,,Y,,0,,6.38,4.27,8.79,3.87
1057,100,Eggnog,EGGNOG,Эггног,,,Y,,0,,6.37,4.27,8.79,3.9
1058,100,"Sour dressing, non-butterfat, cultured, filled cream-type","SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE","Кислый соус, нежирный, кислый, сливочный",,,Y,,0,,6.38,4.27,8.79,3.87
1059,100,"Milk, filled, fluid, with blend of hydrogenated vegetable oils","MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Молоко заполненное жидкое со смесью гидрогенизированных растительных масел,,,,,0,,6.38,4.27,8.79,3.87
1060,100,"Milk, filled, fluid, with lauric acid oil","MILK,FILLED,FLUID,W/LAURIC ACID OIL",Молоко заполненное жидкое с лауриновой кислотой,,,,,0,,6.38,4.27,8.79,3.87
1061,100,"Cheese, American, nonfat or fat free","CHEESE,AMERICAN,NONFAT OR FAT FREE","Сыр, американский, нежирный или без жира",,,Y,,0,,6.25,,,
1067,100,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein","CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Заменитель сливок жидкий с гидрогенизированным растительным маслом и соевым белком,,,Y,,0,,5.71,4.27,8.79,3.87
1068,100,"Cream substitute, liquid, with lauric acid oil and sodium caseinate","CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Заменитель сливок жидкий с лауриновой кислотой и казеинатом натрия,,,,,0,,6.29,4.27,8.79,3.87
1069,100,"Cream substitute, powdered","CREAM SUBSTITUTE,POWDERED",Заменитель сливок порошкообразный,,,Y,,0,,6.29,4.27,8.79,3.87
1070,100,"Dessert topping, powdered","DESSERT TOPPING,POWDERED",Топпинг десертный порошковый,,,,,0,,6.29,4.27,8.79,3.87
1071,100,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk","DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK","Топпинг десертный, порошкообразный, 1,5 унции, приготовленный с 1/2 стакана молока",,,Y,,0,,6.35,4.27,8.79,3.87
1072,100,"Dessert topping, pressurized","DESSERT TOPPING,PRESSURIZED","Топпинг десертный, под давлением",,,Y,,0,,6.29,4.27,8.79,3.87
1073,100,"Dessert topping, semi solid, frozen","DESSERT TOPPING,SEMI SOLID,FRZ","Топпинг десертный, полутвердый, замороженный",,,Y,,0,,6.29,4.27,8.84,3.87
1074,100,"Sour cream, imitation, cultured","SOUR CRM,IMITN,CULTURED",Сметана имитационная культивированная,,,Y,,0,,6.29,4.27,8.79,3.87
1076,100,"Milk substitutes, fluid, with lauric acid oil","MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Заменители молока жидкие с лауриновой кислотой,,,,,0,,6.29,4.27,8.79,3.87
1077,100,"Milk, whole, 3.25% milkfat, with added vitamin D","MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D","Молоко цельное, 3,25% молочного жира с добавлением витамина D",,,Y,,0,,6.38,4.27,8.79,3.87
1078,100,"Milk, producer, fluid, 3.7% milkfat","MILK,PRODUCER,FLUID,3.7% MILKFAT","Молоко, производитель, жидкость, 3,7% молочного жира",,,,,0,,6.38,4.27,8.79,3.87
1079,100,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D","Молоко, уменьшенное сало, жидкость, 2% milkfat, с добавленным витамином A и витамином D",,,Y,,0,,6.38,4.27,8.79,3.87
1080,100,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D","Молоко, уменьшенное сало, жидкость, 2% milkfat, с добавленными nonfat твердыми телами молока и витамином A и витамином D",,,,,0,,6.38,4.27,8.79,3.87
1081,100,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D","Молоко, уменьшенное сало, жидкость, 2% milkfat, укрепленный протеин, с добавленным витамином A и витамином D",,,,,0,,6.38,4.27,8.79,3.87
1082,100,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D","Молоко, нежирное, жидкое, 1% молочного жира, с добавлением витамина А и витамина D",,,Y,,0,,6.38,4.27,8.79,3.87
1083,100,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D","Молоко, нежирное, жидкое, 1% молочного жира, с добавлением обезжиренного сухого молока, витамина А и витамина D",,,,,0,,6.38,4.27,8.79,3.87
1084,100,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D","Молоко, обезжиренное, жидкое, 1% молочного жира, обогащенный белок, с добавлением витамина А и витамина D",,,,,0,,6.38,4.27,8.79,3.87
1085,100,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",Молоко обезжиренное жидкое с добавлением витамина А и витамина D (обезжиренное или обезжиренное),,,Y,,0,,6.38,4.27,8.79,3.87
1086,100,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D","Молоко обезжиренное, жидкое, с добавлением обезжиренного сухого молока, витамина А и витамина D (без жира или обезжиренного)",,,,,0,,6.38,4.27,8.79,3.87
1087,100,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)","MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)","Молоко, обезжиренное, жидкое, обогащенное белком, с добавлением витамина А и витамина D (без жира и обезжиренного)",,,,,0,,6.38,4.27,8.79,3.87
1088,100,"Milk, buttermilk, fluid, cultured, lowfat","MILK,BTTRMLK,FLUID,CULTURED,LOWFAT","Молоко, пахта, жидкость, кисломолочная, нежирная",,,Y,,0,,6.38,4.27,8.79,3.87
1089,100,"Milk, low sodium, fluid","MILK,LO NA,FLUID","Молоко с низким содержанием натрия, жидкость",,,Y,,0,,6.38,4.27,8.79,3.87
1090,100,"Milk, dry, whole, with added vitamin D","MILK,DRY,WHL,W/ ADDED VITAMIN D",Молоко сухое цельное с добавлением витамина D,,,Y,,0,,6.38,4.27,8.79,3.87
1091,100,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D","MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",Молоко сухое обезжиренное регулярное без добавления витамина А и витамина D,,,Y,,0,,6.38,4.27,8.79,3.87
1092,100,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D","MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",Молоко сухое обезжиренное мгновенное с добавлением витамина А и витамина D,,,Y,,0,,6.38,4.27,8.79,3.87
1093,100,"Milk, dry, nonfat, calcium reduced","MILK,DRY,NONFAT,CA RED",Молоко сухое обезжиренное кальциевое,,,,,0,,6.38,4.27,8.79,3.87
1094,100,"Milk, buttermilk, dried","MILK,BUTTERMILK,DRIED","Молоко, пахта сушеная",,,Y,,0,,6.38,4.27,8.79,3.87
1095,100,"Milk, canned, condensed, sweetened","MILK,CND,COND,SWTND",Молоко консервированное сгущенное подслащенное,,,Y,,0,,6.38,4.27,8.79,3.87
1096,100,"Milk, canned, evaporated, with added vitamin D and without added vitamin A","MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A","Молоко консервированное, выпаренное, с добавлением витамина D и без добавления витамина А",,,Y,,0,,6.38,4.27,8.79,3.87
1097,100,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D","Молоко консервированное, выпаренное, обезжиренное, с добавлением витамина А и витамина D",,,Y,,0,,6.38,4.27,8.79,3.87
1102,100,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D","MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D","Молоко, шоколад, жидкость, реклама, все, с добавленным витамином а и витамином д",,,Y,,0,,6.38,4.27,8.79,3.87
1103,100,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","MILK,CHOC,FLUID,COMM,RED FAT","Молоко, шоколад, жидкость, реклама, уменьшенное сало, с добавленным витамином а и витамином д",,,Y,,0,,6.38,4.27,8.79,3.87
1104,100,"Milk, chocolate, lowfat, with added vitamin A and vitamin D","MILK,CHOC,LOWFAT,W/ ADDED VIT A & VITAMIN D","Молоко, шоколад, нежирное, с добавлением витамина А и витамина D",,,Y,,0,,6.38,4.27,8.79,3.87
1105,100,"Milk, chocolate beverage, hot cocoa, homemade","MILK,CHOC BEV,HOT COCOA,HOMEMADE","Молоко, шоколадный напиток, горячее какао, домашнее",,,,,0,,,,,
1106,100,"Milk, goat, fluid, with added vitamin D","MILK,GOAT,FLUID,W/ ADDED VITAMIN D","Молоко, козочка, жидкость, с добавленным витамином D",,,Y,,0,,6.38,4.27,8.79,3.87
1107,100,"Milk, human, mature, fluid","MILK,HUMAN,MATURE,FLUID","Молоко, человек, зрелый, жидкость",,,Y,,0,,6.38,4.27,8.79,3.87
1108,100,"Milk, indian buffalo, fluid","MILK,INDIAN BUFFALO,FLUID","Молоко, индийский буйвол, жидкость",,,,,0,,6.38,4.27,8.79,3.87
1109,100,"Milk, sheep, fluid","MILK,SHEEP,FLUID","Молоко, овцы, жидкость",,,,,0,,6.38,4.27,8.79,3.87
1110,100,"Milk shakes, thick chocolate","MILK SHAKES,THICK CHOC","Молочные коктейли, густой шоколад",,,,,0,,6.38,4.27,8.79,3.87
1111,100,"Milk shakes, thick vanilla","MILK SHAKES,THICK VANILLA","Молочные коктейли, густая ваниль",,,,,0,,6.38,4.27,8.79,3.87
1112,100,"Whey, acid, fluid","WHEY,ACID,FLUID","Сыворотка, кислота, жидкость",,,,,0,,6.38,4.27,8.79,3.87
1113,100,"Whey, acid, dried","WHEY,ACID,DRIED","Сыворотка, кислота, сушеная",,,Y,,0,,6.38,4.27,8.79,3.87
1114,100,"Whey, sweet, fluid","WHEY,SWEET,FLUID","Сыворотка, сладкая, жидкая",,,,,0,,6.38,4.27,8.79,3.87
1115,100,"Whey, sweet, dried","WHEY,SWEET,DRIED",Сыворотка сладкая сушеная,,,Y,,0,,6.38,4.27,8.79,3.87
1116,100,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ","Йогурт, однотонный, цельное молоко, 8 г белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1117,100,"Yogurt, plain, low fat, 12 grams protein per 8 ounce","YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ","Йогурт, простой, с низким содержанием жира, 12 г белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1118,100,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce","YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ","Йогурт, простой, обезжиренное молоко, 13 г белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1119,100,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce","YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ","Йогурт, ваниль, с низким содержанием жира, 11 грамм белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1120,100,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce","YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ","Йогурт, фрукты, с низким содержанием жира, 9 грамм белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1121,100,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce","YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ","Йогурт, фрукты, с низким содержанием жира, 10 г белка на 8 унций",,,Y,,0,,6.38,4.27,8.79,3.87
1122,100,"Yogurt, fruit, low fat, 11 grams protein per 8 ounce","YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ","Йогурт, фрукты, с низким содержанием жира, 11 грамм белка на 8 унций",,,,,0,,6.38,4.27,8.79,3.87
1123,100,"Egg, whole, raw, fresh","EGG,WHL,RAW,FRSH","Яйцо, цельное, сырое, свежее",,,Y,Shell,12,,6.25,4.36,9.02,3.68
1124,100,"Egg, white, raw, fresh","EGG,WHITE,RAW,FRESH","Яйцо, белое, сырое, свежее",,,Y,,0,,6.25,4.36,9.02,3.68
1125,100,"Egg, yolk, raw, fresh","EGG,YOLK,RAW,FRSH","Яйцо, желток, сырой, свежий",,,Y,,0,,6.25,4.36,9.02,3.68
1126,100,"Egg, yolk, raw, frozen, pasteurized","EGG,YOLK,RAW,FRZ,PAST","Яичный, желток, сырой, замороженный, пастеризованный",,,,,0,,,,,
1127,100,"Egg, yolk, raw, frozen, sugared, pasteurized","EGG,YOLK,RAW,FRZ,SUGARED,PAST","Яйцо, желток, сырое, замороженное, с сахаром, пастеризованное",,,,,0,,6.25,4.36,9.02,3.68
1128,100,"Egg, whole, cooked, fried","EGG,WHL,CKD,FRIED","Яйцо, цельное, приготовленное, жареное",,,Y,,0,,6.25,4.36,9.02,3.68
1129,100,"Egg, whole, cooked, hard-boiled","EGG,WHL,CKD,HARD-BOILED","Яйцо, цельное, вареное, вкрутую",,,Y,Shell,12,,6.25,4.36,9.02,3.68
1130,100,"Egg, whole, cooked, omelet","EGG,WHOLE,COOKED,OMELET","Яйцо, цельное, приготовленное, омлет",,,Y,,0,,6.25,4.36,9.02,3.68
1131,100,"Egg, whole, cooked, poached","EGG,WHL,CKD,POACHED","Яйцо, цельное, вареное, пашот",,,Y,,0,,6.25,4.36,9.02,3.68
1132,100,"Egg, whole, cooked, scrambled","EGG,WHL,CKD,SCRMBLD","Яйцо, цельное, приготовленное, омлет",,,Y,,0,,6.25,4.36,9.02,3.68
1133,100,"Egg, whole, dried","EGG,WHL,DRIED","Яйцо, цельное, сушеное",,,Y,,0,,,,,
1134,100,"Egg, whole, dried, stabilized, glucose reduced","EGG,WHL,DRIED,STABILIZED,GLUCOSE RED","Яйцо, цельное, сушеное, стабилизированное, глюкоза уменьшенная",,,,,0,,6.25,4.36,9.02,3.68
1135,100,"Egg, white, dried, flakes, stabilized, glucose reduced","EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED","Яйцо, белое, сушеное, хлопья стабилизированные, глюкоза уменьшенная",,,,,0,,6.25,4.36,9.02,3.68
1136,100,"Egg, white, dried, powder, stabilized, glucose reduced","EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED","Яйцо, белое, сушеное, порошок стабилизированный, глюкоза уменьшенная",,,Y,,0,,6.25,4.36,9.02,3.68
1137,100,"Egg, yolk, dried","EGG,YOLK,DRIED","Яйцо, желток, сушеный",,,Y,,0,,,,,
1138,100,"Egg, duck, whole, fresh, raw","EGG,DUCK,WHOLE,FRESH,RAW","Яйцо, утка, цельное, свежий, сырцовый",,,Y,Shell,12,,6.25,4.36,9.02,3.68
1139,100,"Egg, goose, whole, fresh, raw","EGG,GOOSE,WHOLE,FRESH,RAW","Яйцо, гусиное, цельное, свежее, сырое",,,Y,Shell,13,,6.25,4.36,9.02,3.68
1140,100,"Egg, quail, whole, fresh, raw","EGG,QUAIL,WHOLE,FRESH,RAW","Яйцо, перепелиное, цельное, свежее, сырое",,,Y,Shell,8,,6.25,4.36,9.02,3.68
1141,100,"Egg, turkey, whole, fresh, raw","EGG,TURKEY,WHL,FRSH,RAW","Яйцо, индейка, цельное, свежее, сырое",,,,Shell,12,,6.25,4.36,9.02,3.68
1144,100,"Egg substitute, powder","EGG SUBSTITUTE,POWDER","Яичный заменитель, порошок",,,Y,,0,,6.25,4.36,9.02,3.87
1145,100,"Butter, without salt","BUTTER,WITHOUT SALT",Масло сливочное без соли,,,Y,,0,,6.38,4.27,8.79,3.87
1146,100,"Cheese, parmesan, shredded","CHEESE,PARMESAN,SHREDDED",Сыр пармезан измельченный,,,,,0,,6.38,4.27,8.79,3.87
1151,100,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)","Молоко обезжиренное, жидкое, без добавления витамина А и витамина D (без жира или обезжиренного)",,,Y,,0,,,,,
1152,100,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A","MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A","Молоко, уменьшенное сало, жидкость, 2% milkfat, с добавленными nonfat твердыми телами молока, без добавленного витамина a",,,,,0,,6.38,4.27,8.79,3.87
1153,100,"Milk, canned, evaporated, with added vitamin A","MILK,CND,EVAP,W/ VIT A","Молоко консервированное, выпаренное, с добавлением витамина А",,,,,0,,6.38,4.27,8.79,3.87
1154,100,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D","MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",Молоко сухое обезжиренное регулярное с добавлением витамина А и витамина D,,,Y,,0,,6.38,4.27,8.79,3.87
1155,100,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D","MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",Молоко сухое обезжиренное мгновенное без добавления витамина А и витамина D,,,Y,,0,,6.38,4.27,8.79,3.87
1156,100,"Cheese, goat, hard type","CHEESE,GOAT,HARD TYPE","Сыр, козочка, трудный Тип",,,Y,,0,,6.38,4.27,8.79,3.87
1157,100,"Cheese, goat, semisoft type","CHEESE,GOAT,SEMISOFT TYPE","Сыр, коза, Тип semisoft",,,Y,,0,,6.38,4.27,8.79,3.87
1159,100,"Cheese, goat, soft type","CHEESE,GOAT,SOFT TYPE",Сыр козий мягкий,,,Y,,0,,6.38,4.27,8.79,3.87
1160,100,"Egg, yolk, raw, frozen, salted, pasteurized","EGG,YOLK,RAW,FRZ,SALTED,PAST",Яйцо желтковое сырое замороженное соленое пастеризованное,,,,,0,,6.25,4.36,9.02,3.68
1161,100,"Cheese substitute, mozzarella","CHEESE SUB,MOZZARELLA","Заменитель сыра, Моцарелла",,,Y,,0,,6.38,4.27,8.79,3.87
1164,100,"Cheese sauce, prepared from recipe","CHEESE SAU,PREP FROM RECIPE","Сырный соус, приготовленный по рецепту",,,Y,,0,,6.38,4.08,8.92,3.95
1165,100,"Cheese, mexican, queso anejo","CHEESE,MEXICAN,QUESO ANEJO","Сыр, мексиканский, queso anejo",,,Y,,0,,6.38,4.27,8.79,3.87
